Username,mal_id,score
"['Srhachy', 75989, 8]"
"['Srhachy', 131403, 0]"
"['Srhachy', 135496, 0]"
"['Srhachy', 113138, 8]"
"['Srhachy', 104076, 7]"
"['Srhachy', 43661, 0]"
"['Srhachy', 93675, 0]"
"['Srhachy', 75101, 0]"
"['Srhachy', 642, 0]"
"['Srhachy', 137812, 3]"
"['Srhachy', 112268, 0]"
"['Srhachy', 125430, 0]"
"['Srhachy', 129984, 0]"
"['Srhachy', 101851, 0]"
"['Srhachy', 24294, 0]"
"['Srhachy', 135545, 0]"
"['Srhachy', 104186, 0]"
"['Srhachy', 114386, 0]"
"['Srhachy', 103786, 0]"
"['Srhachy', 112807, 0]"
"['Srhachy', 35171, 0]"
"['Srhachy', 104271, 0]"
"['Srhachy', 86366, 0]"
"['Srhachy', 75993, 0]"
"['Srhachy', 78121, 0]"
"['Srhachy', 57239, 0]"
"['Srhachy', 98270, 0]"
"['Srhachy', 70345, 0]"
"['Srhachy', 121433, 0]"
"['Srhachy', 128328, 0]"
"['Srhachy', 85173, 0]"
"['Srhachy', 117078, 0]"
"['Srhachy', 98070, 0]"
"['Srhachy', 102987, 0]"
"['Srhachy', 104314, 0]"
"['Srhachy', 123602, 0]"
"['Srhachy', 12994, 0]"
"['Srhachy', 93408, 0]"
"['Srhachy', 140235, 0]"
"['Srhachy', 106809, 0]"
"['Srhachy', 141784, 0]"
"['Srhachy', 103905, 0]"
"['Srhachy', 44929, 0]"
"['Srhachy', 134707, 0]"
"['Srhachy', 57295, 0]"
"['Srhachy', 130888, 0]"
"['Srhachy', 116790, 0]"
"['Srhachy', 123812, 0]"
"['Srhachy', 130493, 0]"
"['Srhachy', 114393, 0]"
"['Srhachy', 141506, 0]"
"['Srhachy', 17465, 0]"
"['Srhachy', 105029, 0]"
"['Srhachy', 106733, 0]"
"['Srhachy', 130331, 0]"
"['Srhachy', 110922, 0]"
"['Srhachy', 121197, 0]"
"['Srhachy', 124845, 0]"
"['Srhachy', 1648, 0]"
"['Srhachy', 123968, 0]"
"['Srhachy', 127436, 0]"
"['Srhachy', 109907, 0]"
"['Srhachy', 436, 0]"
"['Srhachy', 656, 0]"
"['Srhachy', 40171, 0]"
"['Srhachy', 121480, 0]"
"['Srhachy', 9726, 0]"
"['GirogeN_Z_', 78121, 0]"
"['GirogeN_Z_', 28533, 0]"
"['GirogeN_Z_', 80269, 2]"
"['GirogeN_Z_', 103701, 5]"
"['GirogeN_Z_', 103786, 2]"
"['GirogeN_Z_', 2976, 3]"
"['GirogeN_Z_', 50145, 5]"
"['GirogeN_Z_', 107298, 3]"
"['GirogeN_Z_', 1133, 6]"
"['GirogeN_Z_', 646, 6]"
"['GirogeN_Z_', 57401, 3]"
"['GirogeN_Z_', 5806, 6]"
"['GirogeN_Z_', 60095, 3]"
"['GirogeN_Z_', 82295, 1]"
"['GirogeN_Z_', 564, 5]"
"['GirogeN_Z_', 86175, 4]"
"['GirogeN_Z_', 75045, 4]"
"['GirogeN_Z_', 92160, 5]"
"['GirogeN_Z_', 2179, 6]"
"['GirogeN_Z_', 43415, 7]"
"['GirogeN_Z_', 4553, 9]"
"['GirogeN_Z_', 936, 9]"
"['GirogeN_Z_', 14440, 6]"
"['GirogeN_Z_', 121079, 3]"
"['GirogeN_Z_', 3048, 4]"
"['GirogeN_Z_', 8937, 1]"
"['GirogeN_Z_', 1926, 4]"
"['GirogeN_Z_', 89675, 3]"
"['GirogeN_Z_', 463, 8]"
"['GirogeN_Z_', 17465, 8]"
"['GirogeN_Z_', 70717, 4]"
"['GirogeN_Z_', 4632, 9]"
"['GirogeN_Z_', 25297, 4]"
"['GirogeN_Z_', 17335, 2]"
"['GirogeN_Z_', 99969, 3]"
"['GirogeN_Z_', 59657, 3]"
"['GirogeN_Z_', 86045, 4]"
"['GirogeN_Z_', 103123, 5]"
"['GirogeN_Z_', 1230, 6]"
"['GirogeN_Z_', 436, 9]"
"['GirogeN_Z_', 100128, 4]"
"['GirogeN_Z_', 88717, 3]"
"['GirogeN_Z_', 14357, 5]"
"['GirogeN_Z_', 110737, 5]"
"['GirogeN_Z_', 105084, 5]"
"['GirogeN_Z_', 111403, 2]"
"['GirogeN_Z_', 974, 0]"
"['GirogeN_Z_', 117083, 0]"
"['GirogeN_Z_', 3031, 0]"
"['Steamwood', 144034, 7]"
"['Steamwood', 75989, 9]"
"['Steamwood', 144308, 6]"
